,,,,,,,,"(thousand KRW)","(thousand KRW)"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","고속도로건설","고속도로조사설계","12792000","15792000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","공자기금 예탁(도로 계정)","공자기금 예탁(도로계정)","7345129000","6378294000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","국도건설","물류간선1차","11197000","11197000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","국도건설","시관내국도대체우회도로건설","280449000","307949000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","국도건설","시관내국도대체우회도로조사설계","8600000","10100000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","국도건설","일반국도건설","1074387000","1200950000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","국도건설","일반국도조사설계","40562000","46762000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","국도건설","지역간선국도5차","32717000","34717000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","국도건설","지역간선국도6차","118220000","119220000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","국도건설","지역간선국도7차","67208000","67208000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","국도건설","지역간선국도8차","209721000","213521000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","도로관리","국제협력기구 지원 등","216000","216000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","도로관리","도로건설 및 관리 종합연구","5900000","5900000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","도로관리","도로병목지점 개선","118400000","122800000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","도로관리","도로보수(총액계상)","1040105000","1025505000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","도로관리","도로안전 및 환경개선(총액계상)","207103000","207903000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","도로관리","도로운영","55055000","70355000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","도로관리","위험도로개선","115000000","117800000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","도로관리","자전거도로 구축","7228000","7228000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","도로관리","첨단도로교통체계","68600000","66600000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","민자도로건설및관리","민자유치사업지원","648892000","648892000"
"2018","국토교통부","교통시설특별회계","도로계정","교통및물류","도로","회계간거래(전출금)","회계간전출(교특회계)","255752000","297692000"
"2018","국토교통부","교통시설특별회계","도로계정","국토및지역개발","지역및도시","지역개발","도청신도시기반시설지원","2925000","2925000"
"2018","국토교통부","교통시설특별회계","철도계정","교통및물류","물류등기타","국토교통연구개발","철도기술연구","86741000","86741000"
"2018","국토교통부","교통시설특별회계","철도계정","교통및물류","철도","고속철도건설","고속철도건설","36800000","70200000"
"2018","국토교통부","교통시설특별회계","철도계정","교통및물류","철도","일반철도건설","일반철도건설","1985300000","2282200000"
"2018","국토교통부","교통시설특별회계","철도계정","교통및물류","철도","일반철도건설","일반철도조사설계","15300000","25500000"
"2018","국토교통부","교통시설특별회계","철도계정","교통및물류","철도","철도안전및운영","철도시설공단지원","120290000","120290000"
"2018","국토교통부","교통시설특별회계","철도계정","교통및물류","철도","철도안전및운영","철도운영지원(교특)","560782000","560782000"
"2018","국토교통부","교통시설특별회계","철도계정","교통및물류","철도","회계간거래(전출금)","회계간거래(전출금)","393585000","406685000"
"2018","국토교통부","에너지및자원사업특별회계","투자계정","교통및물류","물류등기타","국토교통정보화","건축정보화(정보화)","3048000","3048000"
"2018","국토교통부","에너지및자원사업특별회계","투자계정","교통및물류","물류등기타","기후변화대응","온실가스감축","3004000","3004000"
"2018","국토교통부","에너지및자원사업특별회계","투자계정","교통및물류","물류등기타","도시정책","녹색건축물보급 활성화지원","4906000","4906000"
"2018","국토교통부","에너지및자원사업특별회계","투자계정","교통및물류","물류등기타","물류정책","물류산업지원","5310000","5310000"
"2018","국토교통부","일반회계",,"교통및물류","도로","회계간거래(전출금)","회계간전출(일반회계)","11738035000","11262845000"
"2018","국토교통부","일반회계",,"교통및물류","도시철도","회계간거래(전출금)","회계간전출(일반회계)","209209000","303009000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","건설기술정책","건설공사기준운영","1800000","1800000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","건설기술정책","건설공사품질관리(수입대체)","579000","579000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","건설기술정책","건설기술제도선진화","820000","820000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","건설기술정책","건설신기술운영","1850000","1850000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","건설기술정책","공사비산정기준관리운영","1240000","1240000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","건설기술정책","한국시설안전공단출연","16323000","15823000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","건설정책지원","건설기계임대료체납신고센터운영","0","200000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","건설정책지원","건설기계확인검사시설및장비구축사업","400000","400000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","건설정책지원","골재자원조사및관리","1400000","1400000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","건설정책지원","해외인프라시장개척","37684000","37444000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통연구개발","건설기술혁신(R&D)","75167000","76667000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통연구개발","교통물류연구","59734000","59734000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통연구개발","국토교통기술역량강화(R&D)","78431000","78431000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통연구개발","국토교통연구기획(R&D)","7748000","7748000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통연구개발","국토교통연구성과활용","1340000","1340000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통연구개발","국토교통융복합기술개발","0","4371000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통연구개발","도시건축연구","84531000","84031000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통연구개발","정책연구개발(R&D)","1788000","1788000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통연구개발","플랜트연구","38210000","38210000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통인재개발","국토교통역량교육사업","570000","570000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통인재개발","수입대체경비","746000","746000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","건설사업정보화(정보화)","11029000","11029000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","건설산업종합정보망(정보화)","1908000","1908000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","건축정보화(정보화)","6027000","6027000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","교통정보화(정보화)","1452000","1452000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","국가물류정보화(정보화)","2914000","2914000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","국토공간정보체계구축및지원(정보화)","20397000","21939000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","국토교통행정정보화(정보화)","5509000","5509000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","국토이용정보화(정보화)","1574000","1574000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","부동산행정정보화","9234000","13562000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","수자원정보화(정보화)","2200000","2200000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","자동차전산망(정보화)","4592000","4592000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","철도정보화(정보화)","7376000","7376000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통정보화","항공정보화사업(정보화)","2023000","2023000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","국토교통국제협력","2682000","2668000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","국토교통정책지원","2890000","2890000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","본부기본경비","20580000","20480000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","본부인건비","116445729","115745729"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","사회복무지원","487000","487000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","소속기관기본경비","12025000","12025000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","소속기관인건비","156661918","156661918"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","소속기관전산운영경비","1915000","1915000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","지방청등기본경비","13280000","13280000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","청사확보 및 시설개선","330000","330000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","항공교통본부 인건비","31569","31569"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","국토교통행정지원","행정능률향상 및 능력개발","2534000","2534000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","물류정책","물류산업지원","4138000","4138000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","물류정책","수도권복합물류터미널건설","11913000","11913000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","자동차및교통정책","교통계획 및 평가","6805000","6805000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","자동차및교통정책","교통사고예방및피해자보호","18804000","18804000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","자동차및교통정책","교통안전공단출연","47793000","48093000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","자동차및교통정책","자동차안전도강화","13200000","13574000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","자동차및교통정책","첨단미래형자동차활성화","6900000","6900000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","항공교통본부(책임운영)","항공교통본부 기본경비","981000","981000"
"2018","국토교통부","일반회계",,"교통및물류","물류등기타","항공교통본부(책임운영)","항공교통본부 인건비","17422601","17422601"
"2018","국토교통부","일반회계",,"교통및물류","철도","철도안전및운영","철도안전(일반)","932981000","967211000"
"2018","국토교통부","일반회계",,"교통및물류","철도","철도안전및운영","철도운영지원(일반)","323832000","323832000"
"2018","국토교통부","일반회계",,"교통및물류","철도","철도안전및운영","철도정책지원","14649000","15649000"
"2018","국토교통부","일반회계",,"교통및물류","철도","회계간거래(전출금)","회계간전출(일반회계)","2755540000","3109350000"
"2018","국토교통부","일반회계",,"교통및물류","철도","회계기금간거래(예수원금상환)","회계기금간예수원금상환(일반회계)","16666000","16666000"
"2018","국토교통부","일반회계",,"교통및물류","철도","회계기금간거래(예수이자상환)","회계기금간예수이자상환(일반회계)","665000","665000"
"2018","국토교통부","일반회계",,"교통및물류","항공·공항","항공발전지원","국제항공협력","1928000","1928000"
"2018","국토교통부","일반회계",,"교통및물류","항공·공항","항공발전지원","항공안전검사수입대체","485000","485000"
"2018","국토교통부","일반회계",,"교통및물류","항공·공항","항공발전지원","항공인력양성","3476000","3476000"
"2018","국토교통부","일반회계",,"교통및물류","항공·공항","항공운영지원","항공안전기술원출연","614000","614000"
"2018","국토교통부","일반회계",,"교통및물류","항공·공항","항공운영지원","항공운영지원","8079000","8079000"
"2018","국토교통부","일반회계",,"국토및지역개발","산업단지","산업단지개발및지원","산업단지지원(일반)","10345000","21850000"
"2018","국토교통부","일반회계",,"국토및지역개발","수자원","댐건설및댐치수능력증대","댐건설","1163000","1163000"
"2018","국토교통부","일반회계",,"국토및지역개발","수자원","댐건설및댐치수능력증대","댐운영지원","52981000","56145000"
"2018","국토교통부","일반회계",,"국토및지역개발","수자원","댐건설및댐치수능력증대","치수능력증대사업","37676000","37676000"
"2018","국토교통부","일반회계",,"국토및지역개발","수자원","수자원정책","수자원계획및조사","21453000","23153000"
"2018","국토교통부","일반회계",,"국토및지역개발","수자원","용수공급및개발","공업용수도건설(출자)","19178000","20078000"
"2018","국토교통부","일반회계",,"국토및지역개발","수자원","용수공급및개발","광역상수도건설출자","60886000","60886000"
"2018","국토교통부","일반회계",,"국토및지역개발","수자원","용수공급및개발","지방광역상수도(보조)","12007000","12007000"
"2018","국토교통부","일반회계",,"국토및지역개발","수자원","하천관리및홍수예보","국가하천정비지원","863943000","850743000"
"2018","국토교통부","일반회계",,"국토및지역개발","수자원","하천관리및홍수예보","수문조사및홍수예보지원","41428000","41428000"
"2018","국토교통부","일반회계",,"국토및지역개발","수자원","하천관리및홍수예보","하천편입토지보상(총액계상)","5500000","5500000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","국토정보관리","국유재산관리","482000","482000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","국토정보관리","국토공간정보체계구축 및 지원","3834000","3834000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","국토정보관리","국토정보제도선진화","25315000","25315000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","국토정보관리","부동산공시","88649000","88649000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","국토지리정보원운영","국토지리정보원기본경비","1252000","1252000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","국토지리정보원운영","국토지리정보원인건비","7778635","7778635"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","국토지리정보원운영","국토지형관리","85660000","86660000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","도시정책","건축서비스산업 지원","1525000","2825000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","도시정책","국가건축정책위원회 운영","922000","922000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","도시정책","녹색건축물보급 활성화 지원","2639000","2639000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","도시정책","도시개발","2255000","2255000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","도시정책","도시경관및건축문화품격향상","1095000","1095000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","도시정책","스마트시티 지원","9490000","9890000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","도시정책","용산공원 조성사업","1877000","874000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","도시정책","토지이용","200000","200000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","지역개발","국토정책지원","2331000","2331000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","지역개발","방조제 관리 지원","1970000","1970000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","지역개발","새만금개발사업지원","0","51000000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","지역개발","해안권및내륙권발전지원","250000","250000"
"2018","국토교통부","일반회계",,"국토및지역개발","지역및도시","회계간거래(전출금)","회계간전출(일반회계)","15744000","25854000"
"2018","국토교통부","일반회계",,"사회복지","기초생활보장","주택시장안정및주거복지향상","주택정책지원","1125210000","1125210000"
"2018","국토교통부","일반회계",,"사회복지","주택","내부거래지출","회계기금간전출(일반회계)","944762000","944762000"
"2018","국토교통부","일반회계",,"사회복지","주택","주택시장안정및주거복지향상","주거환경개선지원","13183000","43183000"
"2018","국토교통부","일반회계",,"사회복지","주택","주택시장안정및주거복지향상","주택가격조사지원","65726000","65726000"
"2018","국토교통부","일반회계",,"사회복지","주택","주택시장안정및주거복지향상","주택정책지원","3591000","3591000"
"2018","국토교통부","자동차사고피해지원기금",,"교통및물류","물류등기타","여유자금운용","여유자금운용(자동차사고피해지원기금)","173213000","173213000"
"2018","국토교통부","자동차사고피해지원기금",,"교통및물류","물류등기타","자동차및교통정책","자동차사고피해지원","61328000","61328000"
"2018","국토교통부","주택도시기금","도시계정","사회복지","주택","도시재생활성화","기금운영비","40000","40000"
"2018","국토교통부","주택도시기금","도시계정","사회복지","주택","도시재생활성화","도시기능증진지원","497000000","397000000"
"2018","국토교통부","주택도시기금","도시계정","사회복지","주택","도시재생활성화","도시재생지원","351442000","278142000"
"2018","국토교통부","주택도시기금","도시계정","사회복지","주택","도시재생활성화","위탁관리","4931000","4931000"
"2018","국토교통부","주택도시기금","도시계정","사회복지","주택","여유자금운용","여유자금운용(주택도시기금)","10000000","10000000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","계정간거래(전출금)","주택계정에서도시계정으로의전출금","848165000","674865000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","구입ㆍ전세자금","주택구입ㆍ전세자금(융자)","7500000000","7350000000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","기금간거래(예수원금상환)","공공자금관리기금예수금원금상환(주택도시기금)","50764000","50764000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","기금간거래(예수원금상환)","기타기금예수원금상환(주택도시기금)","10000000","10000000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","기금간거래(예수이자상환)","공공자금관리기금예수이자상환(주택도시기금)","2051000","2051000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","기금간거래(예수이자상환)","기타기금예수이자상환(주택도시기금)","441000","441000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","기금간거래(예탁금)","공공자금관리기금예탁금","8000000000","8500000000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","기금간거래(예탁금)","사학진흥기금예탁(주택도시기금)","215615000","215615000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","기금간거래(전출금)","기금전출(주택도시기금)","1015000","1015000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","분양주택등지원","분양주택지원(융자)","333923000","333923000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","분양주택등지원","주거환경개선지원(융자)","430000000","313300000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","분양주택등지원","준주택지원(융자)","59000","59000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","여유자금운용","여유자금운용(주택도시기금)","16463725000","16480475000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","임대주택지원(융자)","공공임대주택지원(융자)","2805395000","2795395000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","임대주택지원(융자)","국민임대주택지원(융자)","494248000","494248000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","임대주택지원(융자)","다가구매입임대(융자)","932500000","932500000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","임대주택지원(융자)","전세임대주택지원(융자)","3301000000","3301000000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","임대주택지원(융자)","행복주택(융자)","1339490000","1339490000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","임대주택지원(출자)","임대주택지원","3339975000","3309975000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","주택시장안정및주거복지향상","수탁은행관리","174078000","174078000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","주택시장안정및주거복지향상","이자상환","1968700000","1968700000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","주택시장안정및주거복지향상","이차보전 지원","104277000","104277000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","주택시장안정및주거복지향상","재건축초과이익지자체배분","1030000","1030000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","주택시장안정및주거복지향상","주택도시보증 지원","100000000","70000000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","주택시장안정및주거복지향상","주택신보출연","105457000","105457000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","주택시장안정및주거복지향상(기금운영비)","기금운영비","1001000","1001000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","차입금등원금상환","국공채원금상환(주택도시기금)","10059700000","10059700000"
"2018","국토교통부","주택도시기금","주택계정","사회복지","주택","차입금등원금상환","기타민간예수금원금상환(주택도시기금)","14448800000","14448800000"
"2018","국토교통부","지역발전특별회계","경제발전계정","교통및물류","도로","지자체도로건설지원","광역도로","37214000","67964000"
"2018","국토교통부","지역발전특별회계","경제발전계정","교통및물류","도로","지자체도로건설지원","국가지원지방도건설","342905000","366705000"
"2018","국토교통부","지역발전특별회계","경제발전계정","교통및물류","물류등기타","광역교통정책","대도시권광역교통계획수립","160000","160000"
"2018","국토교통부","지역발전특별회계","경제발전계정","교통및물류","물류등기타","광역교통정책","대중교통지원(경제)","48540000","91540000"
"2018","국토교통부","지역발전특별회계","경제발전계정","교통및물류","물류등기타","광역교통정책","도시BRT(지특)","10643000","10643000"
"2018","국토교통부","지역발전특별회계","경제발전계정","교통및물류","물류등기타","광역교통정책","환승체계구축(지특)","1000000","1000000"
"2018","국토교통부","지역발전특별회계","경제발전계정","교통및물류","물류등기타","국토교통연구개발","지역발전거점센터지원","8163000","8163000"
"2018","국토교통부","지역발전특별회계","경제발전계정","교통및물류","철도","광역철도건설","광역철도건설지원","393585000","406685000"
"2018","국토교통부","지역발전특별회계","경제발전계정","국토및지역개발","산업단지","산업단지개발및지원","산업단지진입도로지원","218538000","229728000"
"2018","국토교통부","지역발전특별회계","경제발전계정","국토및지역개발","지역및도시","국토정보관리","개발부담금 징수 및 관리","10340000","10340000"
"2018","국토교통부","지역발전특별회계","경제발전계정","국토및지역개발","지역및도시","도시정책","기반시설부담금운영","630000","630000"
"2018","국토교통부","지역발전특별회계","경제발전계정","국토및지역개발","지역및도시","도시정책","도시재생","303235000","303235000"
"2018","국토교통부","지역발전특별회계","경제발전계정","국토및지역개발","지역및도시","지역개발","개발제한구역지원","137525000","145025000"
"2018","국토교통부","지역발전특별회계","경제발전계정","국토및지역개발","지역및도시","지역개발","초광역 개발권 시범사업 지원","12458000","10279000"
"2018","국토교통부","지역발전특별회계","생활기반계정","교통및물류","물류등기타","광역교통정책","공공형택시","3750000","3750000"
"2018","국토교통부","지역발전특별회계","생활기반계정","교통및물류","물류등기타","광역교통정책","대중교통지원(생활)","97079000","109229000"
"2018","국토교통부","지역발전특별회계","생활기반계정","교통및물류","물류등기타","광역교통정책","주차환경개선지원","55716000","60116000"
"2018","국토교통부","지역발전특별회계","생활기반계정","국토및지역개발","산업단지","산업단지개발및지원","지역거점조성지원","62515000","60495000"
"2018","국토교통부","지역발전특별회계","생활기반계정","국토및지역개발","수자원","하천관리및홍수예보","지방하천정비지원","542520000","551620000"
"2018","국토교통부","지역발전특별회계","생활기반계정","국토및지역개발","지역및도시","도시정책","도시활력증진지역개발","157140000","157140000"
"2018","국토교통부","지역발전특별회계","생활기반계정","국토및지역개발","지역및도시","지역개발","성장촉진지역개발","209095000","209095000"
"2018","국토교통부","지역발전특별회계","세종특별자치시계정","교통및물류","물류등기타","광역교통정책","공공형택시지원","50000","50000"
"2018","국토교통부","지역발전특별회계","세종특별자치시계정","교통및물류","물류등기타","광역교통정책","주차환경개선지원(세종)","1000000","1000000"
"2018","국토교통부","지역발전특별회계","세종특별자치시계정","국토및지역개발","산업단지","산업단지개발및지원","산업단지진입도로지원","8859000","8859000"
"2018","국토교통부","지역발전특별회계","세종특별자치시계정","국토및지역개발","수자원","하천관리및홍수예보","지방하천정비지원","5420000","5420000"
"2018","국토교통부","지역발전특별회계","제주특별자치도계정","교통및물류","도로","국도건설","제주 구국도 건설","4874000","4874000"
"2018","국토교통부","지역발전특별회계","제주특별자치도계정","교통및물류","도로","도로관리","제주 구국도 유지관리","29267000","29267000"
"2018","국토교통부","지역발전특별회계","제주특별자치도계정","교통및물류","물류등기타","광역교통정책","공공형택시지원","100000","100000"
"2018","국토교통부","지역발전특별회계","제주특별자치도계정","교통및물류","물류등기타","광역교통정책","주차환경개선지원(제주)","4000000","4000000"
"2018","국토교통부","지역발전특별회계","제주특별자치도계정","교통및물류","물류등기타","국토교통행정지원","제주 도로관리단 지원","3705000","3705000"
"2018","국토교통부","지역발전특별회계","제주특별자치도계정","국토및지역개발","수자원","하천관리및홍수예보","지방하천정비지원","12060000","12060000"
"2018","국토교통부","지역발전특별회계","제주특별자치도계정","국토및지역개발","지역및도시","도시정책","도시활력증진지역개발","3425000","3425000"
"2018","국토교통부","지역발전특별회계","제주특별자치도계정","국토및지역개발","지역및도시","지역개발","제주국제자유도시기반시설지원","3000000","3000000"
"2018","국토교통부","혁신도시건설특별회계",,"국토및지역개발","지역및도시","지역개발","혁신도시","4055000","14165000"
"2018","국토교통부","혁신도시건설특별회계",,"국토및지역개발","지역및도시","회계기금간거래(예수원금상환)","회계기금간예수원금상환(혁특회계)","200000000","200000000"
"2018","국토교통부","혁신도시건설특별회계",,"국토및지역개발","지역및도시","회계기금간거래(예수이자상환)","회계기금간예수이자상환(혁특회계)","29457000","29457000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관운영지원","1100000","1100000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관자료확충및보존","6742000","6842000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","입법정보지원","1156000","1156000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","전자도서관운영","9723000","10023000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회방송운영","13363000","13363000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회청사확보및시설관리","37925000","37925000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","법제활동지원","1025000","1025000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영교육 수입대체경비","127000","127000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","19364000","18684000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","입법정보화","17692000","18022000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","제70주년 제헌절기념행사","1282000","1182000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회행정지원","도서관 기본경비","1627000","1627000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회행정지원","도서관 인건비","25430642","25430642"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회행정지원","사무처 기본경비","21908000","21925000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회행정지원","사무처 인건비","302114013","311169013"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회행정지원","예산처 기본경비","2247000","2247000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회행정지원","예산처 인건비","11620086","11620086"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회행정지원","조사처 기본경비","1528000","1528000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","국회행정지원","조사처 인건비","10840804","10840804"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","예산정책처운영","국가재정분석및사업평가","2626000","2746000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","예산정책처운영","기획관리및운영지원","646000","646000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","예산정책처운영","예산정책처정보화","548000","872000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","국회활동관련단체지원","8673000","12801000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","예비금","1300000","1300000"
"2018","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","위원회운영지원","11385000","11277000"
