,,,,,,,,"(thousand KRW)","(thousand KRW)"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","기금간거래(예탁금)","산재기금에서 공자기금으로의 예탁금","400000000","400000000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산업재해예방","사고성재해예방","53144000","53144000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산업재해예방","산재예방시설","1300000","2690000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산업재해예방","산재예방시설융자(융자)","176350000","176350000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산업재해예방","안전보건관리정보시스템(정보화)","3905000","3905000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산업재해예방","안전보건문화정착","30858000","30858000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산업재해예방","안전보건연구개발및국제협력","6070000","6070000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산업재해예방","업무상질병예방","37406000","37406000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산업재해예방","클린사업장조성","77285000","77285000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산재보험","산재근로자 요양관리","2287000","2287000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산재보험","산재근로자복지(융자)","19041000","19041000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산재보험","산재근로자재활복지","76485000","76485000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산재보험","산재보험급여","4292324000","4292324000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산재보험","산재보험료징수관리","21063000","23823000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산재보험","산재보험시설","8974000","8974000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산재보험","산재보험정보시스템구축(정보화)","14006000","14006000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","산재보험","산재의료사업지원","28709000","28709000"
"2016","고용노동부","산업재해보상보험및예방기금",,"사회복지","노동","여유자금운용","여유자금운용(산재기금)","6785119000","6775069000"
"2016","고용노동부","에너지및자원사업특별회계","투자계정","사회복지","노동","산업재해예방","진폐근로자보호","70856000","70856000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","고객상담센터운영","1168000","1168000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","고용노동행정정보화","14093000","14093000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","고용노동행정혁신","900000","900000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","노동위원회운영","5457000","5457000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","노사정위원회운영","2352000","2352000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","본부기본경비","16335000","16335000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","본부인건비","59899654","59899654"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","소속기관기본경비","3137000","3137000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","소속기관인건비","24599333","24599333"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","정책연구개발","800000","800000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","지방청기본경비","11480000","11480000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","지방청인건비","222688477","222688477"
"2016","고용노동부","일반회계",,"사회복지","노동","고용노동행정지원","청관사유지","9373000","9373000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","고용노동통계조사","11130000","11130000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","고용영향평가사업","3359000","3359000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","고용지원인프라운영","47551000","47551000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","대상별취업지원","313557000","313557000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","사회보험 사각지대 해소","520227000","520227000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","사회적기업육성","64018000","64018000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","실업크레딧지원","22108000","22108000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","중소기업청년인턴제","43501000","42001000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","청년취업아카데미운영지원","35894000","35894000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","한국고용정보원출연","16242000","16242000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","한국잡월드운영","11895000","12895000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용정책","해외취업지원","42098000","40998000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용평등실현","고용평등환경개선","1462000","1462000"
"2016","고용노동부","일반회계",,"사회복지","노동","고용평등실현","장년희망찾기지원","7002000","7002000"
"2016","고용노동부","일반회계",,"사회복지","노동","국제고용노동협력","국제고용노동협력","11188000","11188000"
"2016","고용노동부","일반회계",,"사회복지","노동","국제고용노동협력","외국인력관리지원","2592000","2592000"
"2016","고용노동부","일반회계",,"사회복지","노동","근로조건보호및복지증진","근로감독행정","6102000","6102000"
"2016","고용노동부","일반회계",,"사회복지","노동","근로조건보호및복지증진","근로조건보호","9178000","9659000"
"2016","고용노동부","일반회계",,"사회복지","노동","근로조건보호및복지증진","퇴직급여정착지원제도","4606000","4606000"
"2016","고용노동부","일반회계",,"사회복지","노동","노사정책","노사문화구축","2547000","2547000"
"2016","고용노동부","일반회계",,"사회복지","노동","노사정책","노사발전재단지원","8208000","8560000"
"2016","고용노동부","일반회계",,"사회복지","노동","노사정책","노사협력","5309000","8509000"
"2016","고용노동부","일반회계",,"사회복지","노동","직업능력개발","실업자능력개발지원","46745000","46745000"
"2016","고용노동부","일반회계",,"사회복지","노동","직업능력개발","한국기술교육대학교출연","46051000","46051000"
"2016","고용노동부","일반회계",,"사회복지","노동","직업능력개발","한국산업인력공단출연","88414000","88720000"
"2016","고용노동부","일반회계",,"사회복지","노동","직업능력개발","한국폴리텍대학출연","163593000","165183000"
"2016","고용노동부","일반회계",,"사회복지","노동","회계기금간거래(전출금)","일반회계에서 고용보험기금으로의 전출금(고용보험운영)","718000","718000"
"2016","고용노동부","일반회계",,"사회복지","노동","회계기금간거래(전출금)","일반회계에서 고용보험기금으로의 전출금(모성보호지원)","70000000","70000000"
"2016","고용노동부","일반회계",,"사회복지","노동","회계기금간거래(전출금)","일반회계에서 산재기금으로의 전출금","15500000","15500000"
"2016","고용노동부","일반회계",,"사회복지","노동","회계기금간거래(전출금)","일반회계에서 임채기금으로의 전출금(임채기금운영)","82000","82000"
"2016","고용노동부","일반회계",,"사회복지","노동","회계기금간거래(전출금)","일반회계에서 장애인기금으로의 전출금(장애인기금운영)","25000000","25000000"
"2016","고용노동부","임금채권보장기금",,"사회복지","노동","고용노동행정지원","임금채권보장기금운영비","11806000","11806000"
"2016","고용노동부","임금채권보장기금",,"사회복지","노동","근로조건보호및복지증진","무료법률구조지원","20299000","20299000"
"2016","고용노동부","임금채권보장기금",,"사회복지","노동","근로조건보호및복지증진","체당금조력지원","300000","300000"
"2016","고용노동부","임금채권보장기금",,"사회복지","노동","근로조건보호및복지증진","체당금지급","326004000","326004000"
"2016","고용노동부","임금채권보장기금",,"사회복지","노동","근로조건보호및복지증진","체불청산 지원 사업주 융자","5000000","5000000"
"2016","고용노동부","임금채권보장기금",,"사회복지","노동","기금간거래(예탁금)","임채기금에서 공자기금으로의 예탁금","100000000","100000000"
"2016","고용노동부","임금채권보장기금",,"사회복지","노동","여유자금운용","여유자금운용(임금채권보장기금)","789155000","787455000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","고용노동행정지원","장애인고용촉진기금운영비","52954000","52954000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","기금간거래(전출금)","장애인기금에서 복권기금으로 반환금","30000","30000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","여유자금운용","여유자금운용(장애인기금)","587511000","587511000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","장애인고용증진","보조공학기기지원","7200000","7200000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","장애인고용증진","장애인 표준사업장 지원","11516000","11516000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","장애인고용증진","장애인고용연구","2498000","2498000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","장애인고용증진","장애인고용유지","14940000","14940000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","장애인고용증진","장애인고용장려금","151796000","151796000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","장애인고용증진","장애인기능경기대회","5446000","5446000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","장애인고용증진","장애인인식개선지원","503000","503000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","장애인고용증진","장애인직업능력개발","17821000","17821000"
"2016","고용노동부","장애인고용촉진및직업재활기금",,"사회복지","노동","장애인고용증진","장애인취업지원","8164000","8164000"
"2016","고용노동부","지역발전특별회계","생활기반계정","사회복지","노동","고용정책","사회적기업육성","75179000","75179000"
"2016","고용노동부","지역발전특별회계","세종특별자치시계정","사회복지","노동","고용정책","사회적기업육성","572000","572000"
"2016","고용노동부","지역발전특별회계","제주특별자치도계정","사회복지","노동","고용노동행정지원","자치단체직업능력개발지원(제주)","261000","261000"
"2016","고용노동부","지역발전특별회계","제주특별자치도계정","사회복지","노동","고용노동행정지원","제주이관업무지원","8301000","8301000"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","경쟁촉진","독과점시장 환경개선","1175000","1160000"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","경쟁촉진","선진 경쟁정책 추진","1008000","989000"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","경쟁촉진","시장구조개선","261000","261000"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","경쟁촉진","카르텔대응강화","775000","769500"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","경쟁촉진","한국공정거래조정원 출연","5263000","5233000"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","공정거래 행정지원","공정위 정보화","2492000","2404000"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","공정거래 행정지원","기본경비","6975000","6971400"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","공정거래 행정지원","인건비","39578171","39369171"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","공정거래 행정지원","행정지원","4860000","4860000"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","소비자후생 증진","선진 소비자정책 추진","561000","561000"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","소비자후생 증진","소비자권익증진 지원","2040000","2040000"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","소비자후생 증진","소비자보호 인프라 운용","3565000","3565000"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","소비자후생 증진","한국소비자원 출연","40098000","40068000"
"2016","공정거래위원회","일반회계",,"일반·지방행정","일반행정","중소기업 경쟁여건 개선","대중소기업간 거래행태개선 및 동반성장시책추진","1834000","1831000"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","관세심사","관세탈루심사지원","4027000","4027000"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","관세행정지원","관세국경관리연수원","1244000","1244000"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","관세행정지원","관세정책지원","25274000","25274000"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","관세행정지원","본청기본경비","9278499","9278499"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","관세행정지원","본청인건비","48242594","48242594"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","관세행정지원","소속기관기본경비","20001696","20001696"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","관세행정지원","소속기관인건비","242758702","242758702"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","관세행정지원","청사확보 및 시설개선","24774000","24774000"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","밀수감시단속","밀수단속지원","5394000","5394000"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","밀수감시단속","조사감시선진화","30134000","34896000"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","수출입통관","FTA이행","6318000","6318000"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","수출입통관","수출입통관및물류촉진지원","18624000","18518000"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","정보화및국제협력","관세행정정보화","53466000","53466000"
"2016","관세청","일반회계",,"일반·지방행정","재정·금융","정보화및국제협력","국제교역협력","6097000","6097000"
"2016","교육부","사립학교교직원연금기금",,"사회복지","공적연금","사립학교교직원 연금제도 및 기금 운용","고객지원","1733000","1733000"
"2016","교육부","사립학교교직원연금기금",,"사회복지","공적연금","사립학교교직원 연금제도 및 기금 운용","국고대여학자금융자","114223000","114223000"
"2016","교육부","사립학교교직원연금기금",,"사회복지","공적연금","사립학교교직원 연금제도 및 기금 운용","생활안정자금대여","1315436000","1315436000"
"2016","교육부","사립학교교직원연금기금",,"사회복지","공적연금","사립학교교직원 연금제도 및 기금 운용","정보화사업","400000","400000"
"2016","교육부","사립학교교직원연금기금",,"사회복지","공적연금","사립학교교직원 연금제도 및 기금 운용","회관운영사업","14672000","14672000"
"2016","교육부","사립학교교직원연금기금",,"사회복지","공적연금","사립학교교직원연금 등 지급","연금급여","2232092000","2232092000"
"2016","교육부","사립학교교직원연금기금",,"사회복지","공적연금","사립학교교직원연금 등 지급","재해보상급여","32451000","32451000"
"2016","교육부","사립학교교직원연금기금",,"사회복지","공적연금","사립학교교직원연금 등 지급","퇴직수당급여","433502000","433502000"
"2016","교육부","사립학교교직원연금기금",,"사회복지","공적연금","사립학교교직원연금기금운영비","기금운영비(사립학교 교직원 연금기금)","67435000","67435000"
"2016","교육부","사립학교교직원연금기금",,"사회복지","공적연금","사립학교교직원연금기금운영비","정보화경비","1875000","1875000"
"2016","교육부","사립학교교직원연금기금",,"사회복지","공적연금","여유자금운용","여유자금운용(사립학교 교직원 연금기금)","6406281000","6406281000"
"2016","교육부","사학진흥기금",,"교육","고등교육","기금간거래(예수원금상환)","공공자금관리기금 예수원금상환(사학진흥기금)","104743000","104743000"
"2016","교육부","사학진흥기금",,"교육","고등교육","기금간거래(예수원금상환)","국민주택기금 예수원금상환(사학진흥기금)","216000","216000"
"2016","교육부","사학진흥기금",,"교육","고등교육","기금간거래(예수이자상환)","공공자금관리기금예수이자상환(사학진흥기금)","31960000","31115000"
"2016","교육부","사학진흥기금",,"교육","고등교육","기금간거래(예수이자상환)","국민주택기금 예수이자상환(사학진흥기금)","2566000","2566000"
"2016","교육부","사학진흥기금",,"교육","고등교육","기금운영비","기금운영비(사학진흥기금)","4501000","4501000"
"2016","교육부","사학진흥기금",,"교육","고등교육","기금운영비","정보화경비","563000","563000"
