"회계연도","소관명","회계명","계정명","수입관명","수입항명","세입예산액/당초수입계획액(원)","세입예산액/수정수입계획액(원)","이체등증감액(원)","세입예산현액/수입계획현액(원)","징수결정액(원)","수납액(원)","수납순액(원)","불납결손액(원)","미수납액(원)"
"2016","대법원","등기특별회계",,"관유물매각대","토지및무형자산매각대","12108000000","12108000000","0","12108000000","13235162320","8888206600","8888206600","0","4346955720"
"2016","대법원","등기특별회계",,"전년도이월금","전년도이월금","18976333000","18976333000","0","18976333000","23411278630","23411278630","23411278630","0","0"
"2016","대법원","사법서비스진흥기금",,"재산수입","기타이자수입및재산수입","0","0","0","0","31176590","31176590","31176590","0","0"
"2016","대법원","사법서비스진흥기금",,"경상이전수입","변상금및위약금","0","0","0","0","557891050","173777910","173777910","1003700","383109440"
"2016","대법원","사법서비스진흥기금",,"경상이전수입","가산금","0","0","0","0","6960","0","0","0","6960"
"2016","대법원","사법서비스진흥기금",,"경상이전수입","기타경상이전수입","51590000000","51590000000","0","51590000000","53613464010","53613464010","53613464010","0","0"
"2016","대법원","사법서비스진흥기금",,"재화및용역판매수입","잡수입","0","0","0","0","105210","24210","24210","0","81000"
"2016","대법원","사법서비스진흥기금",,"차입금및여유자금회수","정부예금회수","0","0","0","0","4062884810","4062884810","0","0","0"
"2016","헌법재판소","일반회계",,"재산수입","기타이자수입및재산수입","0","0","0","0","18970","18970","18970","0","0"
"2016","헌법재판소","일반회계",,"경상이전수입","기타경상이전수입","440000000","440000000","0","440000000","52729740","52729740","52729740","0","0"
"2016","헌법재판소","일반회계",,"재화및용역판매수입","잡수입","42000000","42000000","0","42000000","16234000","16234000","16234000","0","0"
"2016","중앙선거관리위원회","일반회계",,"재산수입","관유물대여료","47000000","47000000","0","47000000","39945980","39945980","39945980","0","0"
"2016","중앙선거관리위원회","일반회계",,"재산수입","기타이자수입및재산수입","20000000","20000000","0","20000000","9857280","9857280","9857280","0","0"
"2016","중앙선거관리위원회","일반회계",,"경상이전수입","벌금,몰수금및과태료","400000000","400000000","0","400000000","371993550","371993550","371993550","0","0"
"2016","중앙선거관리위원회","일반회계",,"경상이전수입","변상금및위약금","0","0","0","0","2207430","2207430","2207430","0","0"
"2016","중앙선거관리위원회","일반회계",,"경상이전수입","기타경상이전수입","10015000000","10015000000","0","10015000000","8848258230","8848258230","8848258230","0","0"
"2016","중앙선거관리위원회","일반회계",,"재화및용역판매수입","잡수입","30000000","30000000","0","30000000","9679410","9679410","9679410","0","0"
"2016","중앙선거관리위원회","일반회계",,"관유물매각대","고정자산매각대","0","0","0","0","1100000","1100000","1100000","0","0"
"2016","중앙선거관리위원회","일반회계",,"관유물매각대","토지및무형자산매각대","0","0","0","0","5237100","5237100","5237100","0","0"
"2016","민주평화통일자문회의","일반회계",,"재산수입","관유물대여료","1000000","1000000","0","1000000","0","0","0","0","0"
"2016","민주평화통일자문회의","일반회계",,"재산수입","기타이자수입및재산수입","4000000","4000000","0","4000000","5674400","5674400","5674400","0","0"
"2016","민주평화통일자문회의","일반회계",,"경상이전수입","기타경상이전수입","1000000","1000000","0","1000000","0","0","0","0","0"
"2016","감사원","일반회계",,"재산수입","관유물대여료","19000000","19000000","0","19000000","22555900","22555900","22555900","0","0"
"2016","감사원","일반회계",,"경상이전수입","가산금","0","0","0","0","78285040","0","0","0","78285040"
"2016","감사원","일반회계",,"경상이전수입","기타경상이전수입","20000000","20000000","0","20000000","322786570","52286520","52286520","0","270500050"
"2016","감사원","일반회계",,"수입대체경비수입","잡수입","390000000","390000000","0","390000000","385505000","385505000","385505000","0","0"
"2016","국가정보원","일반회계",,"재산수입","기타이자수입및재산수입","1310500000","1310500000","0","1310500000","2548407050","2548407050","2548407050","0","0"
"2016","국무조정실 및 국무총리비서실","일반회계",,"재산수입","기타이자수입및재산수입","0","0","0","0","5000","5000","5000","0","0"
"2016","국무조정실 및 국무총리비서실","일반회계",,"경상이전수입","기타경상이전수입","0","0","0","0","406445290","406445290","406445290","0","0"
"2016","국무조정실 및 국무총리비서실","에너지및자원사업특별회계","투자계정","재산수입","기타이자수입및재산수입","0","0","0","0","195010","195010","195010","0","0"
"2016","국무조정실 및 국무총리비서실","환경개선특별회계",,"재산수입","기타이자수입및재산수입","0","0","0","0","1730","1730","1730","0","0"
"2016","기획재정부","일반회계",,"내국세","소득세","63302800000000","63302800000000","0","63302800000000","73344555911100","68497047544690","68497047544690","1061535355840","3785973010570"
"2016","기획재정부","일반회계",,"내국세","법인세","51376800000000","51376800000000","0","51376800000000","53407615474850","52115419839320","52115419839320","176998003940","1115197631590"
"2016","기획재정부","일반회계",,"내국세","상속세","5230100000000","5230100000000","0","5230100000000","6208760522630","5350059616940","5350059616940","19000601920","839700303770"
"2016","기획재정부","일반회계",,"내국세","부가가치세","59765700000000","59765700000000","0","59765700000000","68463865857580","61828203816390","61828203816390","588660971830","6047001069360"
"2016","기획재정부","일반회계",,"내국세","개별소비세","8649800000000","8649800000000","0","8649800000000","9260551951980","8881273976820","8881273976820","5321860630","373956114530"
"2016","기획재정부","일반회계",,"내국세","주세","0","0","0","0","26576707730","0","0","219592860","26357114870"
"2016","기획재정부","일반회계",,"내국세","증권거래세","3795500000000","3795500000000","0","3795500000000","4473692181780","4468082951700","4468082951700","493543640","5115686440"
"2016","기획재정부","일반회계",,"내국세","인지세","813100000000","813100000000","0","813100000000","906287147640","905794783730","905794783730","0","492363910"
"2016","기획재정부","일반회계",,"내국세","기타내국세","3507600000000","3507600000000","0","3507600000000","23010554636540","4146690067940","4146690067940","1025108341490","17838756227110"
"2016","기획재정부","일반회계",,"관세","관세","8292400000000","8292400000000","0","8292400000000","8908038559760","8045398253980","8045398253980","585225860","862055079920"
"2016","기획재정부","일반회계",,"방위세","방위세","0","0","0","0","809084130","263387220","263387220","8266250","537430660"
"2016","기획재정부","일반회계",,"교통·에너지·환경세","교통·에너지·환경세","14841400000000","14841400000000","0","14841400000000","15379024191880","15303016029900","15303016029900","2309872890","73698289090"
"2016","기획재정부","일반회계",,"교육세","교육세","4973800000000","4973800000000","0","4973800000000","4943524146076","4880813319570","4880813319570","3309040780","59401785726"
"2016","기획재정부","일반회계",,"농어촌특별세","농어촌특별세","0","0","0","0","131021353300","0","0","7143532760","123877820540"
"2016","기획재정부","일반회계",,"종합부동산세","종합부동산세","1277600000000","1277600000000","0","1277600000000","1610566186530","1293891526380","1293891526380","2411779170","314262880980"
"2016","기획재정부","일반회계",,"재산수입","관유물대여료","0","0","0","0","42964868150","0","0","0","42964868150"
"2016","기획재정부","일반회계",,"재산수입","정부출자수입","554135000000","554135000000","0","554135000000","739455011730","739455011730","739455011730","0","0"
"2016","기획재정부","일반회계",,"재산수입","기타이자수입및재산수입","2200567000000","2200567000000","0","2200567000000","1856604410880","1856604410880","1856604410880","0","0"
"2016","기획재정부","일반회계",,"경상이전수입","벌금,몰수금및과태료","103000000","103000000","0","103000000","405750000","385750000","385750000","0","20000000"
"2016","기획재정부","일반회계",,"경상이전수입","변상금및위약금","45000000","45000000","0","45000000","138904300250","5700000","5700000","0","138898600250"
"2016","기획재정부","일반회계",,"경상이전수입","가산금","1000000","1000000","0","1000000","0","0","0","0","0"
"2016","기획재정부","일반회계",,"경상이전수입","기타경상이전수입","7624923000","7624923000","0","7624923000","16723286040","11379748770","11379748770","0","5343537270"
"2016","기획재정부","일반회계",,"재화및용역판매수입","잡수입","6000000","6000000","0","6000000","4438491870","4438491870","4438491870","0","0"
"2016","기획재정부","일반회계",,"관유물매각대","고정자산매각대","0","0","0","0","9253872400","0","0","0","9253872400"
"2016","기획재정부","일반회계",,"관유물매각대","토지및무형자산매각대","0","0","0","0","378979978060","0","0","0","378979978060"
"2016","기획재정부","일반회계",,"차입금및여유자금회수","유가증권매각대","54917000000","54917000000","0","54917000000","170757414160","123942305500","123942305500","0","46815108660"
"2016","기획재정부","일반회계",,"전년도이월금","전년도이월금","1238557000000","1238557000000","0","1238557000000","2767577904070","2767577904070","2767577904070","0","0"
"2016","기획재정부","일반회계",,"정부내부수입및기타","전입금","496241000000","496241000000","0","496241000000","425711561130","425711561130","425711561130","0","0"
"2016","기획재정부","일반회계",,"정부내부수입및기타","예탁원금회수","102523000000","102523000000","0","102523000000","102522490000","102522490000","102522490000","0","0"
"2016","기획재정부","일반회계",,"정부내부수입및기타","예수금","41420336000000","41420336000000","0","41420336000000","33000000000000","33000000000000","33000000000000","0","0"
"2016","기획재정부","지역발전특별회계","생활기반계정","내국세","주세","1316840000000","1316840000000","0","1316840000000","1288466709390","1288466709390","1288466709390","0","0"
"2016","기획재정부","지역발전특별회계","생활기반계정","재화및용역판매수입","잡수입","0","0","0","0","32600","32600","32600","0","0"
"2016","기획재정부","지역발전특별회계","생활기반계정","전년도이월금","전년도이월금","-600000000000","-600000000000","0","-600000000000","170832411390","170832411390","170832411390","0","0"
"2016","기획재정부","지역발전특별회계","생활기반계정","정부내부수입및기타","전입금","3623257000000","3623257000000","0","3623257000000","3688774000000","3688774000000","3688774000000","0","0"
"2016","기획재정부","지역발전특별회계","경제발전계정","내국세","주세","1975260000000","1975260000000","0","1975260000000","1920280265200","1920280265200","1920280265200","0","0"
"2016","기획재정부","지역발전특별회계","경제발전계정","전년도이월금","전년도이월금","0","0","0","0","613205168280","613205168280","613205168280","0","0"
"2016","기획재정부","지역발전특별회계","경제발전계정","정부내부수입및기타","전입금","2531902000000","2531902000000","0","2531902000000","2531902000000","2531902000000","2531902000000","0","0"
"2016","기획재정부","지역발전특별회계","제주특별자치도계정","전년도이월금","전년도이월금","0","0","0","0","37140082750","37140082750","37140082750","0","0"
"2016","기획재정부","지역발전특별회계","제주특별자치도계정","정부내부수입및기타","전입금","361295000000","361295000000","0","361295000000","361295000000","361295000000","361295000000","0","0"
"2016","기획재정부","지역발전특별회계","세종특별자치시계정","전년도이월금","전년도이월금","0","0","0","0","4592364910","4592364910","4592364910","0","0"
"2016","기획재정부","지역발전특별회계","세종특별자치시계정","정부내부수입및기타","전입금","103694000000","103694000000","0","103694000000","103694000000","103694000000","103694000000","0","0"
"2016","기획재정부","공공자금관리기금","총괄계정","재산수입","기타이자수입및재산수입","211437000000","211437000000","0","211437000000","213587332100","213587332100","213587332100","0","0"
"2016","기획재정부","공공자금관리기금","총괄계정","융자및전대차관원금회수","융자원금회수","264086000000","264086000000","0","264086000000","270954637600","270954637600","270954637600","0","0"
"2016","기획재정부","공공자금관리기금","총괄계정","차입금및여유자금회수","국공채수입","110110019000000","110110019000000","0","110110019000000","104189626307720","104189626307720","104189626307720","0","0"
"2016","기획재정부","공공자금관리기금","총괄계정","차입금및여유자금회수","정부예금회수","100000000","100000000","0","100000000","148529687728080","148529687728080","554887728080","0","0"
"2016","기획재정부","공공자금관리기금","총괄계정","정부내부수입및기타","전입금","34900000000","1439010000000","0","1439010000000","1439010000000","1439010000000","1439010000000","0","0"
"2016","기획재정부","공공자금관리기금","총괄계정","정부내부수입및기타","예탁원금회수","49161321000000","50466747500000","0","50466747500000","51756486696430","51756486696430","51756486696430","0","0"
"2016","기획재정부","공공자금관리기금","총괄계정","정부내부수입및기타","예수금","14551903000000","14481053000000","0","14481053000000","12641640000000","12641640000000","12641640000000","0","0"
"2016","기획재정부","공공자금관리기금","총괄계정","정부내부수입및기타","예탁이자수입","22939069000000","22943349000000","0","22943349000000","21653816546020","21653816546020","21653816546020","0","0"
"2016","기획재정부","공공자금관리기금","융자계정","재산수입","기타이자수입및재산수입","32222000000","32222000000","0","32222000000","14494599630","14494599630","14494599630","0","0"
"2016","기획재정부","공공자금관리기금","융자계정","경상이전수입","변상금및위약금","0","0","0","0","778530","778530","778530","0","0"
"2016","기획재정부","공공자금관리기금","융자계정","융자및전대차관원금회수","융자원금회수","389774000000","389774000000","0","389774000000","428276296000","428276296000","428276296000","0","0"
"2016","기획재정부","공공자금관리기금","융자계정","차입금및여유자금회수","정부예금회수","24447000000","24447000000","0","24447000000","349900822440","349900822440","168800822440","0","0"
"2016","기획재정부","공공자금관리기금","융자계정","정부내부수입및기타","전입금","1320000000000","1320000000000","0","1320000000000","1320000000000","1320000000000","1320000000000","0","0"
"2016","기획재정부","공공자금관리기금","융자계정","정부내부수입및기타","예탁원금회수","184354000000","184354000000","0","184354000000","184352400000","184352400000","184352400000","0","0"
"2016","기획재정부","공공자금관리기금","융자계정","정부내부수입및기타","예수금","730207000000","730207000000","0","730207000000","730207000000","730207000000","730207000000","0","0"
"2016","기획재정부","공공자금관리기금","융자계정","정부내부수입및기타","예탁이자수입","9158000000","9158000000","0","9158000000","4130214070","4130214070","4130214070","0","0"
"2016","기획재정부","공공자금관리기금","차관계정","재산수입","전대차관이자수입","4000000","4000000","0","4000000","4028230","4028230","4028230","0","0"
"2016","기획재정부","공공자금관리기금","차관계정","재산수입","기타이자수입및재산수입","1000000000","1000000000","0","1000000000","800753490","800753490","800753490","0","0"
"2016","기획재정부","공공자금관리기금","차관계정","경상이전수입","기타경상이전수입","44000000","44000000","0","44000000","92900","92900","92900","0","0"
"2016","기획재정부","공공자금관리기금","차관계정","융자및전대차관원금회수","전대차관원금회수","178000000","178000000","0","178000000","181804580","181804580","181804580","0","0"
"2016","기획재정부","공공자금관리기금","차관계정","차입금및여유자금회수","정부예금회수","17620000000","17620000000","0","17620000000","279984118810","279984118810","49084118810","0","0"
"2016","기획재정부","공공자금관리기금","차관계정","정부내부수입및기타","예탁원금회수","321610000000","321610000000","0","321610000000","321716492400","321716492400","321716492400","0","0"
"2016","기획재정부","공공자금관리기금","차관계정","정부내부수입및기타","예탁이자수입","36007000000","36007000000","0","36007000000","36009801180","36009801180","36009801180","0","0"
"2016","기획재정부","국유재산관리기금",,"재산수입","관유물대여료","88908000000","88908000000","0","88908000000","91199395100","91199395100","91199395100","0","0"
"2016","기획재정부","국유재산관리기금",,"재산수입","기타이자수입및재산수입","25800000000","25800000000","0","25800000000","16119724740","16119724740","16119724740","0","0"
"2016","기획재정부","국유재산관리기금",,"경상이전수입","변상금및위약금","28252000000","28252000000","0","28252000000","27819779190","27819779190","27819779190","0","0"
"2016","기획재정부","국유재산관리기금",,"경상이전수입","기타경상이전수입","4467000000","4467000000","0","4467000000","12353428210","12353428210","12353428210","0","0"
"2016","기획재정부","국유재산관리기금",,"관유물매각대","고정자산매각대","82085000000","82085000000","0","82085000000","43844306360","43844306360","43844306360","0","0"
"2016","기획재정부","국유재산관리기금",,"관유물매각대","토지및무형자산매각대","821628000000","821628000000","0","821628000000","888806988950","888806988950","888806988950","0","0"
"2016","기획재정부","국유재산관리기금",,"차입금및여유자금회수","정부예금회수","158306000000","158306000000","0","158306000000","1486087670850","1486087670850","31327213238","0","0"
"2016","기획재정부","대외경제협력기금",,"재산수입","기타이자수입및재산수입","45867000000","45867000000","0","45867000000","44641333290","44335163460","44335163460","0","306169830"
"2016","기획재정부","대외경제협력기금",,"재화및용역판매수입","면허료및수수료","363000000","363000000","0","363000000","0","0","0","0","0"
"2016","기획재정부","대외경제협력기금",,"융자및전대차관원금회수","융자원금회수","91580000000","91580000000","0","91580000000","89909840660","88306102660","88306102660","0","1603738000"
"2016","기획재정부","대외경제협력기금",,"차입금및여유자금회수","정부예금회수","41381000000","41381000000","0","41381000000","1456079319360","1456079319360","166124709580","0","0"
"2016","기획재정부","대외경제협력기금",,"정부내부수입및기타","전입금","784143000000","784143000000","0","784143000000","610000000000","610000000000","610000000000","0","0"
"2016","기획재정부","복권기금",,"재산수입","기타이자수입및재산수입","7239000000","7239000000","0","7239000000","4312312000","4311658660","4311658660","0","653340"
"2016","기획재정부","복권기금",,"경상이전수입","기타경상이전수입","69124000000","69124000000","0","69124000000","68809625140","67630080630","67630080630","0","1179544510"
"2016","기획재정부","복권기금",,"재화및용역판매수입","잡수입","3759500000000","3927600000000","0","3927600000000","3840424633820","3840424633820","3840424633820","0","0"
"2016","기획재정부","복권기금",,"차입금및여유자금회수","정부예금회수","259507000000","259507000000","0","259507000000","253661152260","253661152260","253661152260","0","0"
"2016","기획재정부","복권기금",,"정부내부수입및기타","전입금","16779000000","16779000000","0","16779000000","17251728510","17251728510","17251728510","0","0"
"2016","기획재정부","복권기금",,"정부내부수입및기타","예탁원금회수","517000000000","517000000000","0","517000000000","517000000000","517000000000","517000000000","0","0"
"2016","기획재정부","복권기금",,"정부내부수입및기타","예수금","28766000000","28766000000","0","28766000000","31311000000","31311000000","31311000000","0","0"
"2016","기획재정부","복권기금",,"정부내부수입및기타","예탁이자수입","14228000000","14228000000","0","14228000000","8688264900","8688264900","8688264900","0","0"
"2016","기획재정부","산업기반신용보증기금",,"재산수입","기타이자수입및재산수입","19142000000","19142000000","0","19142000000","16097536163","16097536163","16097536163","0","0"
"2016","기획재정부","산업기반신용보증기금",,"경상이전수입","기타경상이전수입","3490000000","3490000000","0","3490000000","0","0","0","0","0"
"2016","기획재정부","산업기반신용보증기금",,"재화및용역판매수입","면허료및수수료","10552000000","10552000000","0","10552000000","14868581890","14868581890","14868581890","0","0"
"2016","기획재정부","산업기반신용보증기금",,"차입금및여유자금회수","유가증권매각대","138611000000","138611000000","0","138611000000","136278120428","136278120428","136278120428","0","0"
"2016","기획재정부","산업기반신용보증기금",,"차입금및여유자금회수","정부예금회수","163225000000","163225000000","0","163225000000","286200000000","286200000000","286200000000","0","0"
"2016","기획재정부","산업기반신용보증기금",,"정부내부수입및기타","전입금","18000000000","18000000000","0","18000000000","18000000000","18000000000","18000000000","0","0"
"2016","기획재정부","외국환평형기금",,"재산수입","정부출자수입","10000000000","10000000000","0","10000000000","14981882890","14981882890","14981882890","0","0"
"2016","기획재정부","외국환평형기금",,"재산수입","기타이자수입및재산수입","1501618000000","1501618000000","0","1501618000000","1297145476412","1297145476412","1297145476412","0","0"
"2016","기획재정부","외국환평형기금",,"수입대체경비수입","기타경상이전수입","191132000000","191132000000","0","191132000000","115284272081","115284272081","115284272081","0","0"
"2016","기획재정부","외국환평형기금",,"차입금및여유자금회수","국공채수입","570000000000","570000000000","0","570000000000","0","0","0","0","0"
"2016","기획재정부","외국환평형기금",,"차입금및여유자금회수","정부예금회수","55150887000000","55150887000000","0","55150887000000","282338404301330","282338404301330","75553249075895","0","0"
"2016","기획재정부","외국환평형기금",,"정부내부수입및기타","전입금","0","300000000000","0","300000000000","300000000000","300000000000","300000000000","0","0"
"2016","기획재정부","외국환평형기금",,"정부내부수입및기타","예수금","48600000000000","48600000000000","0","48600000000000","48600000000000","48600000000000","48600000000000","0","0"
"2016","교육부","일반회계",,"재산수입","관유물대여료","7589000000","7589000000","0","7589000000","665279580","317418180","317418180","0","347861400"
"2016","교육부","일반회계",,"재산수입","전대차관이자수입","3000000","3000000","0","3000000","2859740","2859740","2859740","0","0"
"2016","교육부","일반회계",,"재산수입","기타이자수입및재산수입","5518000000","5518000000","0","5518000000","17080201090","17079091460","17079091460","0","1109630"
"2016","교육부","일반회계",,"경상이전수입","벌금,몰수금및과태료","0","0","0","0","432011540","12030540","12030540","0","419981000"
"2016","교육부","일반회계",,"경상이전수입","변상금및위약금","150000000","150000000","0","150000000","175259310","127494100","127494100","0","47765210"
"2016","교육부","일반회계",,"경상이전수입","가산금","0","0","0","0","278528770","6775120","6775120","0","271753650"
"2016","교육부","일반회계",,"경상이전수입","기타경상이전수입","83470000000","83470000000","0","83470000000","136177441340","135771448300","135771448300","0","405993040"
"2016","교육부","일반회계",,"재화및용역판매수입","입학금및수업료","8067000000","8067000000","0","8067000000","8088243000","8088243000","8088243000","0","0"
"2016","교육부","일반회계",,"재화및용역판매수입","잡수입","1497000000","1497000000","0","1497000000","84596930","74807940","74807940","0","9788990"
"2016","교육부","일반회계",,"수입대체경비수입","면허료및수수료","7095000000","7095000000","0","7095000000","12913744850","12913744850","12913744850","0","0"
"2016","교육부","일반회계",,"수입대체경비수입","잡수입","7379000000","7379000000","0","7379000000","7823373150","7823244360","7823244360","0","128790"
"2016","교육부","일반회계",,"관유물매각대","고정자산매각대","205000000","205000000","0","205000000","0","0","0","0","0"
"2016","교육부","일반회계",,"관유물매각대","토지및무형자산매각대","0","0","0","0","5809117710","5809117710","5809117710","0","0"
"2016","교육부","일반회계",,"관유물매각대","재고자산매각대및유동자산","61000000","61000000","0","61000000","3620000","3620000","3620000","0","0"
"2016","교육부","일반회계",,"융자및전대차관원금회수","전대차관원금회수","51000000","51000000","0","51000000","55867900","55867900","55867900","0","0"
"2016","교육부","지역발전특별회계","경제발전계정","재산수입","기타이자수입및재산수입","769000000","769000000","0","769000000","182394370","182394370","182394370","0","0"
"2016","교육부","지역발전특별회계","경제발전계정","경상이전수입","기타경상이전수입","9450000000","9450000000","0","9450000000","1329222650","1329222650","1329222650","0","0"
"2016","교육부","사립학교교직원연금기금",,"사회보장기여금","사회보장기여금","2594028000000","2594028000000","0","2594028000000","2533251560793","2525028901543","2525028901543","0","8222659250"
"2016","교육부","사립학교교직원연금기금",,"재산수입","관유물대여료","13581000000","13581000000","0","13581000000","14345985361","14185969668","14185969668","0","160015693"
"2016","교육부","사립학교교직원연금기금",,"재산수입","기타이자수입및재산수입","759199000000","759199000000","0","759199000000","550174114077","548143508764","548143508764","0","2030605313"
"2016","교육부","사립학교교직원연금기금",,"경상이전수입","기타경상이전수입","54129000000","54129000000","0","54129000000","43649893377","38744501084","38744501084","0","4905392293"
"2016","교육부","사립학교교직원연금기금",,"재화및용역판매수입","잡수입","408000000","408000000","0","408000000","837239202","826726476","826726476","0","10512726"
"2016","교육부","사립학교교직원연금기금",,"융자및전대차관원금회수","융자원금회수","1799553000000","1799553000000","0","1799553000000","1263899932767","1263549161887","1263549161887","0","350770880"
"2016","교육부","사립학교교직원연금기금",,"차입금및여유자금회수","유가증권매각대","2705150000000","2705150000000","0","2705150000000","4055192251874","4045115568741","4045115568741","0","10076683133"
"2016","교육부","사립학교교직원연금기금",,"차입금및여유자금회수","정부예금회수","1900608000000","1900608000000","0","1900608000000","1247549256787","1247549256787","1247549256787","0","0"
"2016","교육부","사립학교교직원연금기금",,"정부내부수입및기타","전입금","793444000000","793444000000","0","793444000000","1078271646921","793444000000","793444000000","0","284827646921"
"2016","교육부","사학진흥기금",,"재산수입","기타이자수입및재산수입","56161000000","56161000000","0","56161000000","40943676660","40863478450","40863478450","0","80198210"
"2016","교육부","사학진흥기금",,"경상이전수입","기타경상이전수입","786000000","786000000","0","786000000","6385811545","775703931","775703931","0","5610107614"
"2016","교육부","사학진흥기금",,"수입대체경비수입","잡수입","719000000","719000000","0","719000000","755773722","755773722","755773722","0","0"
"2016","교육부","사학진흥기금",,"융자및전대차관원금회수","융자원금회수","174233000000","174233000000","0","174233000000","221848648460","209257003451","209257003451","0","12591645009"
"2016","교육부","사학진흥기금",,"차입금및여유자금회수","정부예금회수","51630000000","51630000000","0","51630000000","83426646588","83426646588","83426646588","0","0"
"2016","교육부","사학진흥기금",,"정부내부수입및기타","예수금","126232000000","126232000000","0","126232000000","126231305000","126231305000","126231305000","0","0"
"2016","미래창조과학부","일반회계",,"재산수입","관유물대여료","20000000","20000000","0","20000000","207958560","207080230","207080230","0","878330"
"2016","미래창조과학부","일반회계",,"재산수입","기타이자수입및재산수입","1800000000","1800000000","0","1800000000","647430","647430","647430","0","0"
