"회계연도","소관명","회계명","계정명","분야명","부문명","프로그램명","단위사업명","지출목명","세출예산액/당초지출계획액(원)","세출예산액/수정지출계획액(원)","전년도이월액(원)","초과지출승인액(원)","예비비지출결정증액(원)","예비비지출결정감액(원)","전용증액(원)","전용감액(원)","이용증액(원)","이용감액(원)","이체증액(원)","이체감액(원)","세출예산현액/지출계획현액(원)","지출액(원)","지출순액(원)","다음년도이월액(원)","불용액(원)"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","기관운영","인건비","인건비","34691301000","34691301000","0","0","0","0","0","0","0","0","0","0","34691301000","33376080030","33376080030","0","1315220970"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","기관운영","기본경비","인건비","3199483000","3199483000","0","0","0","0","0","0","0","0","0","0","3199483000","2334318310","2334318310","0","865164690"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","기관운영","기본경비","운영비","7292143000","7292143000","0","0","0","0","0","0","0","0","0","0","7292143000","6920008150","6920008150","0","372134850"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","기관운영","기본경비","여비","798000000","798000000","0","0","0","0","0","0","0","0","0","0","798000000","612483990","612483990","0","185516010"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","기관운영","기본경비","업무추진비","840000000","840000000","0","0","0","0","0","0","0","0","0","0","840000000","690866740","690866740","0","149133260"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","기관운영","기본경비","직무수행경비","4321100000","4321100000","0","0","0","0","0","0","0","0","0","0","4321100000","2996895640","2996895640","0","1324204360"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","기관운영","기본경비","보전금","26000000","26000000","0","0","0","0","0","0","0","0","0","0","26000000","26000000","26000000","0","0"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","기관운영","기본경비","민간이전","1960501000","1960501000","0","0","0","0","0","0","0","0","0","0","1960501000","1889552130","1889552130","0","70948870"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","기관운영","기본경비","유형자산","1064773000","1064773000","0","0","0","0","0","0","0","0","0","0","1064773000","1014856310","1014856310","0","49916690"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","기관운영","기본경비","무형자산","30000000","30000000","0","0","0","0","0","0","0","0","0","0","30000000","30000000","30000000","0","0"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","국정운영 지원","인건비","104383000","104383000","0","0","0","0","0","0","0","0","0","0","104383000","77915660","77915660","0","26467340"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","국정운영 지원","운영비","3841141000","3841141000","0","0","0","0","0","0","0","0","0","0","3841141000","3208119520","3208119520","0","633021480"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","국정운영 지원","특수활동비","12488000000","12488000000","0","0","0","0","0","0","0","0","0","0","12488000000","8812365450","8812365450","0","3675634550"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","국정운영 지원","업무추진비","6188000000","6188000000","0","0","0","0","0","0","0","0","0","0","6188000000","4686442490","4686442490","0","1501557510"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","국정운영 지원","직무수행경비","1711000000","1711000000","0","0","0","0","0","0","0","0","0","0","1711000000","771544730","771544730","0","939455270"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","국정운영 지원","연구용역비","2317000000","2317000000","0","0","0","0","0","0","0","0","0","0","2317000000","1281100500","1281100500","0","1035899500"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","국정운영 지원","민간이전","10476000","10476000","0","0","0","0","0","0","0","0","0","0","10476000","6774990","6774990","0","3701010"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","국정운영 지원","건설비","2102000000","2102000000","0","0","0","0","0","0","0","0","0","0","2102000000","1822065610","1822065610","0","279934390"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","정보화","운영비","2970000000","2970000000","0","0","0","0","0","0","0","0","0","0","2970000000","2660024650","2660024650","0","309975350"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","정보화","연구용역비","1110000000","1110000000","0","0","0","0","0","0","0","0","0","0","1110000000","1003902630","1003902630","0","106097370"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","정보화","유형자산","545000000","545000000","0","0","0","0","0","0","0","0","0","0","545000000","495063500","495063500","0","49936500"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","국가안보 및 위기관리","운영비","246680000","246680000","0","0","0","0","0","0","0","0","0","0","246680000","206110600","206110600","0","40569400"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","국가안보 및 위기관리","업무추진비","166320000","166320000","0","0","0","0","0","0","0","0","0","0","166320000","166292430","166292430","0","27570"
"2017","대통령비서실 및 국가안보실","일반회계",,"일반·지방행정","일반행정","국정지원","국가안보 및 위기관리","연구용역비","40000000","40000000","0","0","0","0","0","0","0","0","0","0","40000000","37300000","37300000","0","2700000"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령경호실 운영","인건비","인건비","0","0","0","0","0","0","0","0","0","0","18845112530","0","18845112530","17086605450","17086605450","0","1758507080"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령경호실 운영","기본경비","인건비","0","0","0","0","0","0","0","-6000000","0","0","642097900","0","636097900","454604910","454604910","0","181492990"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령경호실 운영","기본경비","운영비","0","0","0","0","0","0","0","0","0","0","3282136770","0","3282136770","2798306830","2798306830","25750000","458079940"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령경호실 운영","기본경비","여비","0","0","0","0","0","0","0","0","0","0","528997890","0","528997890","219705110","219705110","0","309292780"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령경호실 운영","기본경비","업무추진비","0","0","0","0","0","0","0","0","0","0","144811420","0","144811420","75837960","75837960","0","68973460"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령경호실 운영","기본경비","직무수행경비","0","0","0","0","0","0","0","0","0","0","367593270","0","367593270","309997420","309997420","0","57595850"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령경호실 운영","기본경비","보전금","0","0","0","0","0","0","0","0","0","0","10000000","0","10000000","6000000","6000000","0","4000000"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령경호실 운영","기본경비","민간이전","0","0","0","0","0","0","6000000","0","0","0","185887750","0","191887750","190284400","190284400","0","1603350"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령 및 국가요인 경호","경호행사지원","인건비","0","0","0","0","0","0","0","0","0","0","564470900","0","564470900","307018900","307018900","0","257452000"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령 및 국가요인 경호","경호행사지원","운영비","0","0","0","0","0","0","0","0","0","0","4134727270","0","4134727270","2312237370","2312237370","684640000","1137849900"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령 및 국가요인 경호","경호행사지원","여비","0","0","0","0","0","0","0","0","0","0","920692780","0","920692780","489775560","489775560","0","430917220"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령 및 국가요인 경호","경호행사지원","특수활동비","0","0","0","0","0","0","0","0","0","0","5145050000","0","5145050000","3379368110","3379368110","0","1765681890"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령 및 국가요인 경호","경호행사지원","업무추진비","0","0","0","0","0","0","0","0","0","0","1113327070","0","1113327070","605582550","605582550","0","507744520"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령 및 국가요인 경호","경호행사지원","직무수행경비","0","0","0","0","0","0","0","0","0","0","844093270","0","844093270","765123050","765123050","0","78970220"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령 및 국가요인 경호","경호행사지원","연구용역비","0","0","0","0","0","0","0","0","0","0","97200000","0","97200000","63100000","63100000","0","34100000"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령 및 국가요인 경호","경호행사지원","건설비","0","0","0","0","0","0","0","0","0","0","3620990110","0","3620990110","2234855440","2234855440","30296800","1355837870"
"2017","대통령경호처","일반회계",,"일반·지방행정","일반행정","대통령 및 국가요인 경호","경호행사지원","유형자산","0","0","0","0","0","0","0","0","0","0","8828979650","0","8828979650","7173516310","7173516310","699900000","955563340"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의정지원","인건비","10804018000","10804018000","0","0","0","0","0","-130530000","0","0","0","0","10673488000","10481615970","10481615970","0","191872030"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의정지원","운영비","28059581000","28059581000","0","0","0","0","0","-30000000","0","0","0","0","28029581000","26119667140","26119667140","0","1909913860"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의정지원","여비","1966475000","1966475000","0","0","0","0","0","-56583000","0","0","0","0","1909892000","1507741520","1507741520","0","402150480"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의정지원","특수활동비","3914372000","3914372000","0","0","0","0","0","0","0","0","0","0","3914372000","3853916390","3853916390","0","60455610"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의정지원","업무추진비","3359881000","3359881000","0","0","0","0","0","0","0","0","0","0","3359881000","2975355160","2975355160","0","384525840"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의정지원","직무수행경비","15453430000","15453430000","0","0","0","0","0","0","0","0","0","0","15453430000","14771662070","14771662070","0","681767930"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의정지원","연구용역비","2546000000","2546000000","15000000","0","0","0","68000000","0","0","0","0","0","2629000000","2294436690","2294436690","47133000","287430310"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의정지원","보전금","73000000","73000000","0","0","0","0","0","0","0","0","0","0","73000000","46897350","46897350","0","26102650"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의정지원","민간이전","2617559000","2617559000","0","0","0","0","130530000","0","0","0","0","0","2748089000","2706350370","2706350370","0","41738630"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의정지원","유형자산","665684000","665684000","0","0","0","0","0","0","0","0","0","0","665684000","542590580","542590580","0","123093420"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","위원회운영지원","인건비","33175000","33175000","0","0","0","0","0","0","0","0","0","0","33175000","31382250","31382250","0","1792750"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","위원회운영지원","운영비","2401813000","2401813000","0","0","5953532000","0","0","0","0","0","0","0","8355345000","2855430680","2855430680","4171000000","1328914320"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","위원회운영지원","여비","1943300000","1943300000","0","0","0","0","56583000","0","0","0","0","0","1999883000","1550252560","1550252560","0","449630440"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","위원회운영지원","특수활동비","2527523000","2527523000","0","0","0","0","0","0","0","0","0","0","2527523000","2411030830","2411030830","0","116492170"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","위원회운영지원","업무추진비","1653087000","1653087000","0","0","72255000","0","0","0","0","0","0","0","1725342000","1619851960","1619851960","0","105490040"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","위원회운영지원","직무수행경비","1703120000","1703120000","0","0","0","0","0","0","0","0","0","0","1703120000","1692549650","1692549650","0","10570350"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","위원회운영지원","연구용역비","623000000","623000000","96100000","0","0","0","0","-38000000","0","0","0","0","681100000","513890430","513890430","95440670","71768900"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","위원회운영지원","보전금","70656000","70656000","0","0","0","0","0","0","0","0","0","0","70656000","35462100","35462100","0","35193900"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","위원회운영지원","유형자산","63326000","63326000","0","0","0","0","0","0","0","0","0","0","63326000","39609800","39609800","0","23716200"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의회외교","인건비","40000000","40000000","0","0","0","0","0","0","0","0","0","0","40000000","38003440","38003440","0","1996560"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의회외교","운영비","1180772000","1180772000","0","0","0","0","0","0","0","0","0","0","1180772000","932397750","932397750","0","248374250"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의회외교","여비","4717619000","4717619000","0","0","0","0","0","0","0","0","0","0","4717619000","4466457160","4466457160","0","251161840"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의회외교","특수활동비","616169000","616169000","0","0","0","0","0","0","0","0","0","0","616169000","615410060","615410060","0","758940"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의회외교","업무추진비","1991980000","1991980000","0","0","0","0","0","0","0","0","0","0","1991980000","1669964460","1669964460","0","322015540"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의회외교","연구용역비","20000000","20000000","0","0","0","0","0","0","0","0","0","0","20000000","20000000","20000000","0","0"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의회외교","보전금","18399000","18399000","0","0","0","0","0","0","0","0","0","0","18399000","2961820","2961820","0","15437180"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의회외교","민간이전","2023000000","2023000000","0","0","0","0","0","0","0","0","0","0","2023000000","2022415040","2022415040","0","584960"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의회외교","해외이전","304061000","304061000","0","0","0","0","0","0","0","0","0","0","304061000","282741710","282741710","0","21319290"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","의회외교","유형자산","20000000","20000000","0","0","0","0","0","0","0","0","0","0","20000000","12314000","12314000","0","7686000"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","국회활동관련단체지원","연구용역비","522000000","522000000","0","0","0","0","0","0","0","0","0","0","522000000","522000000","522000000","0","0"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","국회활동관련단체지원","민간이전","8272000000","8272000000","0","0","0","0","0","0","0","0","0","0","8272000000","7720040000","7720040000","0","551960000"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","예비금","특수활동비","0","0","0","0","650000000","0","0","0","0","0","0","0","650000000","614634510","614634510","0","35365490"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","예비금","직무수행경비","0","0","0","0","650000000","0","0","0","0","0","0","0","650000000","649322220","649322220","0","677780"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","예비금","예비비및기타","1300000000","1300000000","0","0","0","-1300000000","0","0","0","0","0","0","0","0","0","0","0"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","의정활동지원","제20대국회 개원경비","유형자산","0","0","780000000","0","0","0","0","0","0","0","0","0","780000000","780000000","780000000","0","0"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","인건비","295499000","295499000","0","0","0","0","0","0","0","0","0","0","295499000","276488280","276488280","0","19010720"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","운영비","14460756000","14460756000","115784790","0","0","0","0","-45000000","0","0","0","0","14531540790","12847222720","12847222720","136284200","1548033870"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","여비","373855000","373855000","0","0","0","0","0","0","0","0","0","0","373855000","309487000","309487000","0","64368000"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","업무추진비","1040488000","1040488000","0","0","0","0","0","0","0","0","0","0","1040488000","1006936370","1006936370","0","33551630"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","직무수행경비","31264000","31264000","0","0","0","0","0","0","0","0","0","0","31264000","28340000","28340000","0","2924000"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","연구용역비","687000000","687000000","0","0","0","0","45000000","0","0","0","0","0","732000000","508073950","508073950","134500000","89426050"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","보전금","176238000","176238000","0","0","0","0","0","0","0","0","0","0","176238000","161648160","161648160","0","14589840"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","민간이전","238000","238000","0","0","0","0","0","0","0","0","0","0","238000","0","0","0","238000"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","건설비","1567000000","1567000000","63350000","0","0","0","0","0","0","0","0","0","1630350000","1211216200","1211216200","132000000","287133800"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","유형자산","651662000","651662000","91650410","0","0","0","0","0","0","0","0","0","743312410","608088790","608088790","97500000","37723620"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영지원","무형자산","510000000","510000000","0","0","0","0","0","0","0","0","0","0","510000000","353000000","353000000","0","157000000"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","법제활동지원","운영비","490820000","490820000","0","0","0","0","0","0","0","0","0","0","490820000","477646710","477646710","0","13173290"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","법제활동지원","여비","194276000","194276000","0","0","0","0","0","0","0","0","0","0","194276000","165912230","165912230","0","28363770"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","법제활동지원","업무추진비","153904000","153904000","0","0","0","0","0","0","0","0","0","0","153904000","144828830","144828830","0","9075170"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","법제활동지원","연구용역비","80000000","80000000","0","0","0","0","0","0","0","0","0","0","80000000","80000000","80000000","0","0"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","법제활동지원","보전금","40000000","40000000","0","0","0","0","0","0","0","0","0","0","40000000","40000000","40000000","0","0"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회청사확보및시설관리","인건비","4904012000","4904012000","0","0","0","0","0","0","0","0","0","0","4904012000","4776138470","4776138470","0","127873530"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회청사확보및시설관리","운영비","17583945000","17583945000","0","0","0","0","0","0","0","0","0","0","17583945000","17325228190","17325228190","0","258716810"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회청사확보및시설관리","여비","57100000","57100000","0","0","0","0","0","0","0","0","0","0","57100000","57086760","57086760","0","13240"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회청사확보및시설관리","업무추진비","73617000","73617000","0","0","0","0","0","0","0","0","0","0","73617000","71224060","71224060","0","2392940"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회청사확보및시설관리","연구용역비","245000000","245000000","0","0","0","0","0","0","0","0","0","0","245000000","225961830","225961830","0","19038170"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회청사확보및시설관리","민간이전","854826000","854826000","0","0","0","0","0","0","0","0","0","0","854826000","734922480","734922480","0","119903520"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회청사확보및시설관리","건설비","9043500000","9043500000","1883361660","0","0","0","0","0","0","0","0","0","10926861660","9901709890","9901709890","144542260","880609510"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회청사확보및시설관리","유형자산","999000000","999000000","0","0","0","0","0","0","0","0","0","0","999000000","938964330","938964330","0","60035670"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","입법정보화","인건비","18000000","18000000","0","0","0","0","0","0","0","0","0","0","18000000","17925590","17925590","0","74410"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","입법정보화","운영비","14306774000","14306774000","0","0","0","0","0","0","0","0","0","0","14306774000","13406639870","13406639870","280000000","620134130"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","입법정보화","업무추진비","22226000","22226000","0","0","0","0","0","0","0","0","0","0","22226000","22209830","22209830","0","16170"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","입법정보화","연구용역비","1054000000","1054000000","308892540","0","0","0","0","0","0","0","0","0","1362892540","1081041350","1081041350","204366560","77484630"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","입법정보화","건설비","50000000","50000000","0","0","0","0","0","0","0","0","0","0","50000000","27310000","27310000","0","22690000"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","입법정보화","유형자산","1812000000","1812000000","132917860","0","0","0","0","0","0","0","0","0","1944917860","1727408810","1727408810","0","217509050"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영교육 수입대체경비","인건비","7000000","7000000","0","0","0","0","0","0","0","0","0","0","7000000","6910020","6910020","0","89980"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영교육 수입대체경비","운영비","87835000","87835000","0","0","0","0","0","0","0","0","0","0","87835000","58798060","58798060","0","29036940"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영교육 수입대체경비","여비","8002000","8002000","0","0","0","0","0","0","0","0","0","0","8002000","4572350","4572350","0","3429650"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영교육 수입대체경비","업무추진비","16245000","16245000","0","0","0","0","0","0","0","0","0","0","16245000","16221690","16221690","0","23310"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","의회운영교육 수입대체경비","유형자산","6918000","6918000","0","0","0","0","0","0","0","0","0","0","6918000","1568420","1568420","0","5349580"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회방송운영","인건비","797626000","797626000","0","0","0","0","0","0","0","0","0","0","797626000","779882930","779882930","0","17743070"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회방송운영","운영비","12440010000","12440010000","938764420","0","0","0","0","0","0","0","0","0","13378774420","12612216740","12612216740","108431400","658126280"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회방송운영","여비","36116000","36116000","0","0","0","0","0","0","0","0","0","0","36116000","32836270","32836270","0","3279730"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회방송운영","업무추진비","106030000","106030000","0","0","0","0","0","0","0","0","0","0","106030000","100559930","100559930","0","5470070"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회방송운영","민간이전","172218000","172218000","0","0","0","0","0","0","0","0","0","0","172218000","162234490","162234490","0","9983510"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회방송운영","건설비","522000000","522000000","0","0","0","0","0","0","0","0","0","0","522000000","449624280","449624280","0","72375720"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회사무처운영","국회방송운영","유형자산","162000000","162000000","0","0","0","0","0","0","0","0","0","0","162000000","161915450","161915450","0","84550"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관운영지원","운영비","572466000","572466000","0","0","0","0","0","0","0","0","0","0","572466000","540783730","540783730","0","31682270"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관운영지원","여비","119373000","119373000","0","0","0","0","0","0","0","0","0","0","119373000","110848100","110848100","0","8524900"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관운영지원","업무추진비","138611000","138611000","0","0","0","0","0","0","0","0","0","0","138611000","127714070","127714070","0","10896930"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관운영지원","직무수행경비","19800000","19800000","0","0","0","0","0","0","0","0","0","0","19800000","19800000","19800000","0","0"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관운영지원","연구용역비","40000000","40000000","0","0","0","0","0","0","0","0","0","0","40000000","40000000","40000000","0","0"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관운영지원","보전금","17750000","17750000","0","0","0","0","0","0","0","0","0","0","17750000","17700000","17700000","0","50000"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관운영지원","유형자산","99000000","99000000","0","0","0","0","0","0","0","0","0","0","99000000","98980060","98980060","0","19940"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","입법정보지원","운영비","802180000","802180000","0","0","0","0","0","0","0","0","0","0","802180000","795684620","795684620","0","6495380"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","입법정보지원","여비","44321000","44321000","0","0","0","0","0","0","0","0","0","0","44321000","41112610","41112610","0","3208390"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","입법정보지원","업무추진비","55739000","55739000","0","0","0","0","0","0","0","0","0","0","55739000","48902820","48902820","0","6836180"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","입법정보지원","연구용역비","9760000","9760000","0","0","0","0","0","0","0","0","0","0","9760000","9700000","9700000","0","60000"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관자료확충및보존","인건비","304205000","304205000","0","0","0","0","0","0","0","0","0","0","304205000","278225860","278225860","0","25979140"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관자료확충및보존","운영비","1694714000","1694714000","0","0","0","0","0","0","0","0","0","0","1694714000","1667498320","1667498320","0","27215680"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관자료확충및보존","여비","40223000","40223000","0","0","0","0","0","0","0","0","0","0","40223000","39156720","39156720","0","1066280"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관자료확충및보존","업무추진비","54981000","54981000","0","0","0","0","0","0","0","0","0","0","54981000","54968030","54968030","0","12970"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관자료확충및보존","연구용역비","202000000","202000000","0","0","0","0","0","0","0","0","0","0","202000000","192305930","192305930","0","9694070"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관자료확충및보존","보전금","702100000","702100000","0","0","0","0","0","0","0","0","0","0","702100000","702029240","702029240","0","70760"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관자료확충및보존","민간이전","54887000","54887000","0","0","0","0","0","0","0","0","0","0","54887000","45698970","45698970","0","9188030"
"2017","국회","일반회계",,"일반·지방행정","입법및선거관리","국회도서관운영","도서관자료확충및보존","유형자산","3706890000","3706890000","0","0","0","0","0","0","0","0","0","0","3706890000","3635933170","3635933170","0","70956830"
